"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.00374843647863128,2,19,160.568421052632,"Path:hsa01210 2-Oxocarboxylic acid metabolism","http://www.genome.jp/kegg-bin/show_pathway?hsa01210 "," IDH2  BCAT2"
0.0278863589183911,2,74,41.227027027027,"Path:hsa01230 Biosynthesis of amino acids","http://www.genome.jp/kegg-bin/show_pathway?hsa01230 "," IDH2  BCAT2"
0.0278863589183911,2,100,30.508,"Path:hsa04933 AGE-RAGE signaling pathway in diabetic complications","http://www.genome.jp/kegg-bin/show_pathway?hsa04933 "," COL3A1  PRKCD"
0.0278863589183911,2,103,29.6194174757282,"Path:hsa04974 Protein digestion and absorption","http://www.genome.jp/kegg-bin/show_pathway?hsa04974 "," COL3A1  COL16A1"
0.0838446317313671,2,203,15.0285714285714,"Path:hsa05415 Diabetic cardiomyopathy","http://www.genome.jp/kegg-bin/show_pathway?hsa05415 "," COL3A1  PRKCD"
0.0859282900027082,1,20,76.27,"Path:hsa00532 Glycosaminoglycan biosynthesis-chondroitin sulfate/dermatan sulfate","http://www.genome.jp/kegg-bin/show_pathway?hsa00532 "," XYLT2"
0.0859282900027082,1,24,63.5583333333333,"Path:hsa00534 Glycosaminoglycan biosynthesis-heparan sulfate/heparin","http://www.genome.jp/kegg-bin/show_pathway?hsa00534 "," XYLT2"
0.0859282900027082,1,21,72.6380952380952,"Path:hsa00770 Pantothenate and CoA biosynthesis","http://www.genome.jp/kegg-bin/show_pathway?hsa00770 "," BCAT2"
0.0859282900027082,1,23,66.3217391304348,"Path:hsa04614 Renin-angiotensin system","http://www.genome.jp/kegg-bin/show_pathway?hsa04614 "," CTSA"
0.0859282900027082,2,246,12.4016260162602,"Path:hsa05131 Shigellosis","http://www.genome.jp/kegg-bin/show_pathway?hsa05131 "," PRKCD  C3"
0.0974670095135871,1,30,50.8466666666667,"Path:hsa00020 Citrate cycle (TCA cycle)","http://www.genome.jp/kegg-bin/show_pathway?hsa00020 "," IDH2"
0.115994948917916,1,50,30.508,"Path:hsa00270 Cysteine and methionine metabolism","http://www.genome.jp/kegg-bin/show_pathway?hsa00270 "," BCAT2"
0.115994948917916,1,48,31.7791666666667,"Path:hsa00280 Valine leucine and isoleucine degradation","http://www.genome.jp/kegg-bin/show_pathway?hsa00280 "," BCAT2"
0.115994948917916,1,57,26.7614035087719,"Path:hsa00480 Glutathione metabolism","http://www.genome.jp/kegg-bin/show_pathway?hsa00480 "," IDH2"
0.115994948917916,1,49,31.130612244898,"Path:hsa00520 Amino sugar and nucleotide sugar metabolism","http://www.genome.jp/kegg-bin/show_pathway?hsa00520 "," CYB5R1"
0.115994948917916,3,1538,2.97542262678804,"Path:hsa01100 Metabolic pathways","http://www.genome.jp/kegg-bin/show_pathway?hsa01100 "," IDH2  BCAT2  XYLT2"
0.115994948917916,1,115,13.264347826087,"Path:hsa01200 Carbon metabolism","http://www.genome.jp/kegg-bin/show_pathway?hsa01200 "," IDH2"
0.115994948917916,1,141,10.8184397163121,"Path:hsa04140 Autophagy-animal","http://www.genome.jp/kegg-bin/show_pathway?hsa04140 "," PRKCD"
0.115994948917916,1,132,11.5560606060606,"Path:hsa04142 Lysosome","http://www.genome.jp/kegg-bin/show_pathway?hsa04142 "," CTSA"
0.115994948917916,1,82,18.6024390243902,"Path:hsa04146 Peroxisome","http://www.genome.jp/kegg-bin/show_pathway?hsa04146 "," IDH2"
0.115994948917916,1,134,11.3835820895522,"Path:hsa04270 Vascular smooth muscle contraction","http://www.genome.jp/kegg-bin/show_pathway?hsa04270 "," PRKCD"
0.115994948917916,1,85,17.9458823529412,"Path:hsa04610 Complement and coagulation cascades","http://www.genome.jp/kegg-bin/show_pathway?hsa04610 "," C3"
0.115994948917916,1,124,12.3016129032258,"Path:hsa04611 Platelet activation","http://www.genome.jp/kegg-bin/show_pathway?hsa04611 "," COL3A1"
0.115994948917916,1,104,14.6673076923077,"Path:hsa04625 C-type lectin receptor signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04625 "," PRKCD"
0.115994948917916,1,97,15.7257731958763,"Path:hsa04666 Fc gamma R-mediated phagocytosis","http://www.genome.jp/kegg-bin/show_pathway?hsa04666 "," PRKCD"
0.115994948917916,1,119,12.818487394958,"Path:hsa04722 Neurotrophin signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04722 "," PRKCD"
0.115994948917916,1,98,15.565306122449,"Path:hsa04750 Inflammatory mediator regulation of TRP channels","http://www.genome.jp/kegg-bin/show_pathway?hsa04750 "," PRKCD"
0.115994948917916,1,93,16.4021505376344,"Path:hsa04912 GnRH signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04912 "," PRKCD"
0.115994948917916,1,138,11.0536231884058,"Path:hsa04915 Estrogen signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04915 "," PRKCD"
0.115994948917916,1,129,11.8248062015504,"Path:hsa04926 Relaxin signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04926 "," COL3A1"
0.115994948917916,1,46,33.1608695652174,"Path:hsa04930 Type II diabetes mellitus","http://www.genome.jp/kegg-bin/show_pathway?hsa04930 "," PRKCD"
